98261343,2,1
51961343,2,1
41771343,2,1
67981343,2,2
36081343,2,5
29302343,1,6
25512343,2,5
23042343,1,2
76503343,2,1
68113343,1,2
91623343,2,1
89823343,2,2
56123343,2,7
66453343,2,1
85553343,1,2
22663343,1,1
58063343,2,1
72473343,1,1
95173343,1,1
60483343,1,1
27783343,2,1
19534343,2,7
75454343,1,1
42754343,2,1
22374343,1,6
61474343,2,7
61555443,1,1
28475443,1,1
74875443,2,1
15585443,2,1
57906443,1,7
78236443,2,7
16956443,2,1
73876443,2,2
60507443,2,3
31027443,2,2
85437443,1,6
63347443,2,1
47947443,1,2
41357443,1,1
34057443,1,1
25767443,2,1
43967443,1,1
74677443,1,2
31928443,1,6
10838443,2,6
73868443,1,6
50168443,2,7
70978443,2,1
21499443,1,7
57609443,2,1
81019443,1,7
77229443,1,7
51829443,2,2
19839443,1,1
84049443,1,7
74859443,2,1
83959443,2,2
69169443,1,7
29979443,2,7
37179443,2,1
29789443,1,1
68889443,1,1
58690443,2,7
67310443,1,1
18830443,2,7
53850443,1,7
25270443,1,3
80770443,2,7
25080443,2,7
13091443,1,7
79201443,2,1
76501443,2,1
31001443,2,1
48731443,2,7
13941443,2,1
41951443,2,6
70051443,1,1
14271443,2,7
97442443,1,1
92752443,1,2
61472443,2,1
67872443,2,1
73082443,2,7
49433443,1,7
43033443,1,1
64263443,2,1
39763443,2,1
55973443,2,6
43173443,1,7
22083443,1,1
55924443,1,1
43124443,1,7
95444443,2,1
51654443,2,1
31084443,1,1
25625543,2,1
23775543,2,1
82685543,1,2
29985543,2,1
99646543,2,1
54956543,1,7
29266543,2,1
49697543,1,1
88797543,2,7
99407543,2,1
20927543,2,7
66467543,2,7
19167543,1,7
99787543,1,3
71398543,1,3
85708543,1,7
41918543,1,1
86228543,2,1
92958543,1,1
45468543,1,1
99068543,2,2
35088543,2,1
14709543,2,1
89019543,2,6
77029543,1,2
74849543,1,1
37359543,2,2
40489543,1,1
17789543,1,7
99390543,2,7
85310543,2,7
59720543,2,7
13650543,1,7
42750543,2,7
32370543,1,1
58580543,1,3
56780543,1,7
35691543,2,1
21801543,1,7
31611543,1,7
37631543,2,7
75831543,2,1
23741543,1,7
79951543,2,1
13361543,1,3
81371543,2,1
35971543,2,1
54071543,2,7
26202543,1,1
59902543,2,7
19712543,1,1
81322543,1,7
39332543,2,7
83932543,2,1
54542543,2,1
21842543,2,2
29042543,1,1
85252543,2,7
17672543,2,5
83072543,1,1
93693543,1,1
12503543,1,1
23213543,1,1
80323543,2,1
89423543,1,1
17623543,2,1
75633543,2,1
94443543,2,1
20843543,2,7
64253543,2,3
58663543,1,7
55583543,2,1
87714543,1,1
13114543,2,1
96624543,2,1
96954543,2,1
20984543,1,7
81395643,2,3
97505643,1,1
73905643,1,1
76415643,2,7
93335643,1,1
32435643,2,5
67935643,2,1
12145643,2,2
77455643,2,1
25465643,1,1
34565643,1,1
34375643,2,7
21436643,2,1
94276643,2,2
43376643,2,2
56886643,2,7
27307643,2,2
23707643,1,7
49537643,1,1
93847643,2,1
33657643,1,1
18157643,2,1
35267643,1,6
91667643,1,1
85887643,1,1
77498643,1,1
51808643,2,1
23228643,1,1
19958643,2,2
32278643,2,2
85978643,1,7
93319643,2,1
41139643,2,1
83269643,1,5
45069643,2,5
49479643,1,1
60510643,2,1
89420643,2,1
37430643,2,2
76291643,1,1
12401643,1,1
48611643,2,1
47711643,2,1
11451643,1,1
37851643,2,2
25481643,1,2
23681643,2,1
23202643,2,7
43012643,1,1
32442643,2,1
48842643,1,1
21162643,1,1
99313643,1,1
74813643,1,7
91923643,1,1
29933643,1,1
17843643,1,7
69263643,2,2
69883643,2,1
97083643,2,1
55234643,2,1
19544643,2,1
14044643,2,1
97554643,2,1
35374643,2,1
73515743,1,7
21335743,2,1
56835743,1,1
95455743,2,5
61855743,2,1
32375743,2,1
85075743,1,1
39296743,2,3
23416743,2,1
30526743,2,1
17826743,1,1
39436743,2,7
69956743,2,1
23366743,1,1
59766743,1,1
15447743,1,5
41467743,2,1
29287743,1,1
44308743,1,5
38908743,1,1
20138743,1,1
43978743,1,1
87388743,2,1
50088743,2,1
59188743,2,7
43119743,2,1
29329743,2,1
53929743,1,1
61129743,2,1
37669743,1,1
97289743,2,7
53490743,2,1
19890743,2,6
31210743,2,1
23010743,1,1
11020743,1,1
63630743,2,1
60691743,2,1
27701743,2,1
42821743,1,7
69121743,1,5
44141743,2,7
89261743,2,1
57081743,2,2
59692743,1,5
28502743,1,1
24902743,1,7
49212743,2,7
65562743,2,1
67172743,2,7
31393743,2,7
75703743,2,2
89923743,2,1
17263743,1,1
20963743,2,7
51673743,2,1
91483743,1,1
58783743,1,1
11294743,2,1
29494743,2,2
35604743,2,1
50724743,1,3
38444743,2,2
45554743,2,2
39774743,2,1
59195843,2,1
99905843,2,1
95735843,1,5
13645843,2,5
81655843,2,1
50755843,1,7
89475843,1,7
29285843,1,7
18385843,2,5
43885843,2,7
21085843,1,1
33406843,1,1
17816843,2,2
21226843,2,1
11036843,1,1
98666843,2,1
15776843,1,1
49186843,2,1
23597843,2,1
69707843,1,1
35727843,2,1
75247843,1,1
53447843,1,6
83257843,2,1
43067843,2,1
17477843,1,7
45487843,1,1
99418843,2,1
85818843,2,1
89228843,2,1
13638843,2,1
69748843,1,1
85768843,1,1
27378843,1,1
61599843,2,2
75199843,1,6
64009843,1,1
62019843,1,7
41739843,2,1
49939843,1,7
87139843,1,1
81449843,1,1
15049843,1,5
43810843,1,2
57220843,2,1
24330843,1,2
69830843,2,1
27030843,2,2
16130843,1,1
54040843,2,2
73760843,2,1
23570843,2,1
67980843,2,1
14801843,2,1
37311843,2,1
53521843,2,1
93331843,2,1
41531843,2,1
97931843,1,5
91241843,1,2
73041843,1,1
23661843,1,1
29061843,2,1
37071843,1,1
75602843,2,1
19822843,2,1
57022843,2,1
67162843,1,1
39772843,1,2
39582843,1,1
48682843,1,1
68493843,1,7
11903843,2,7
22613843,2,1
51713843,1,1
62943843,2,1
47253843,2,1
54363843,1,1
52563843,1,1
52373843,2,1
77873843,1,1
59004843,1,1
86114843,2,1
45024843,2,1
51754843,2,1
59764843,2,1
81795943,2,1
39995943,1,1
14205943,2,1
47905943,1,1
47335943,1,7
12835943,1,7
69275943,1,5
63875943,2,1
87285943,1,4
75296943,2,1
18706943,2,1
97806943,1,1
61836943,2,1
69036943,1,1
59556943,1,7
87756943,1,1
13156943,1,7
26666943,2,3
63966943,2,2
72066943,1,1
69176943,2,1
14486943,2,1
41597943,2,1
19507943,2,1
73247943,1,7
71498943,2,1
16518943,1,1
45618943,2,5
20258943,2,1
39358943,1,2
87558943,2,2
67368943,2,1
49309943,2,1
15519943,1,2
87129943,1,6
56749943,1,2
45849943,1,7
91679943,2,1
26989943,2,7
35890943,2,1
83940943,2,1
36450943,2,7
79150943,1,7
88060943,2,7
39770943,1,1
27780943,2,1
29391943,1,1
55791943,1,1
41191943,2,1
76401943,1,2
89101943,2,1
49911943,2,1
45641943,2,1
11041943,1,5
85261943,2,1
89861943,1,7
77061943,1,1
71281943,2,1
60381943,2,1
17492943,1,1
60902943,1,5
66922943,1,1
61232943,2,1
62132943,1,7
13742943,1,1
61752943,2,1
77772943,2,1
40803943,2,7
27103943,2,1
29713943,2,2
37913943,1,1
24833943,2,6
71133943,2,1
76394943,2,4
60704943,1,7
63024943,1,2
16534943,1,7
38044943,2,7
23354943,2,1
62454943,2,1
99754943,1,2
41364943,2,5
24874943,2,1
23105043,2,1
25715043,2,1
22015043,2,1
22825043,1,2
39265043,1,1
37606043,2,1
67416043,2,1
19026043,2,1
32536043,2,1
41636043,1,7
33956043,2,1
65566043,1,1
11397043,2,6
67797043,2,2
29307043,1,5
87507043,2,1
76417043,1,1
73477043,1,3
79877043,1,7
88977043,1,7
40108043,1,6
87218043,1,1
91578043,1,2
99399043,1,7
27309043,1,1
47119043,1,1
65939043,2,1
84039043,1,5
80149043,1,1
33279043,1,5
30190043,1,6
13600043,1,7
31610043,2,1
36110043,1,7
35350043,2,7
79760043,1,7
48670043,2,7
44880043,2,1
50091043,2,1
31131043,1,1
57051043,2,6
62361043,1,1
45681043,1,1
61081043,2,2
64592043,1,1
75202043,1,1
59802043,1,1
98712043,2,7
11222043,2,7
74732043,1,1
60132043,2,1
95962043,2,2
75582043,1,1
44682043,1,1
23782043,1,2
63593043,2,1
19993043,2,1
32403043,2,1
91503043,1,1
78803043,1,1
71933043,2,1
68563043,1,7
44963043,1,7
35294043,2,7
20794043,1,1
38704043,1,6
89414043,1,1
95624043,2,7
27564043,1,6
75574043,1,4
73584043,2,6
49984043,1,1
21105153,2,1
36225153,1,1
97645153,2,7
65845153,1,1
89685153,1,5
61296153,1,1
97406153,2,1
35556153,1,1
33376153,1,1
45176153,2,2
39727153,2,1
39247153,2,2
55077153,1,5
22708153,1,1
49008153,1,7
83038153,2,1
61948153,2,1
57158153,2,2
55978153,2,1
52899153,1,7
29199153,1,1
89909153,1,2
25259153,1,1
34359153,1,5
49859153,1,1
87679153,1,2
76779153,1,7
53079153,1,1
79289153,1,7
85689153,2,1
70510153,1,7
81220153,1,2
37620153,2,1
27430153,2,2
24730153,2,1
52260153,2,1
71980153,1,1
56001153,1,7
38611153,2,1
43111153,1,1
46621153,2,1
54821153,2,1
21121153,1,1
77041153,2,4
31261153,2,7
43061153,1,7
97471153,1,7
29081153,2,2
57232153,1,1
93342153,2,1
45142153,2,5
69313153,1,1
33723153,1,1
73673153,1,2
75283153,2,1
92394153,2,2
25804153,1,1
32244153,2,4
41344153,1,7
97554153,2,1
21154153,1,2
21964153,2,2
79974153,1,7
85795253,2,1
77305253,2,1
63325253,1,1
50625253,1,2
35125253,1,1
30435253,1,1
12565253,2,1
59675253,2,1
16975253,1,1
45075253,2,2
69485253,1,1
33556253,2,7
11566253,2,1
21517253,2,1
86017253,1,7
57727253,1,1
99337253,2,1
67537253,2,7
68957253,1,2
50567253,1,1
33218253,1,7
97148253,2,1
17768253,2,1
83978253,1,1
14688253,1,1
75539253,1,1
63739253,1,5
31649253,1,7
67049253,2,1
85869253,1,1
62169253,2,5
61690253,1,7
73630253,2,1
13340253,1,7
27370253,1,1
46280253,1,2
45380253,1,1
80880253,1,7
16091253,2,2
38411253,1,2
22341253,2,2
97461253,1,2
47271253,2,1
85092253,2,1
69402253,2,2
65802253,2,1
94902253,2,1
37412253,1,1
24332253,2,7
51632253,1,1
58932253,2,1
91772253,2,2
51393253,2,5
64613253,1,1
77933253,1,5
15463253,2,1
11863253,1,1
15273253,1,1
71673253,2,2
23283253,2,1
84183253,1,1
87214253,2,7
33614253,2,6
25034253,2,2
98444253,2,6
85744253,1,7
54464253,1,5
81995353,2,2
71325353,1,7
99525353,2,1
55445353,1,2
14355353,2,7
79096353,2,1
96916353,1,1
61036353,2,7
49946353,2,1
95156353,1,1
67766353,2,1
16866353,1,4
95966353,2,1
99376353,2,2
56007353,2,5
62217353,2,1
59327353,1,1
23927353,1,1
37337353,1,2
92837353,2,7
14347353,1,1
73257353,2,1
27667353,2,3
15677353,2,6
61077353,2,7
62118353,1,2
67948353,2,1
70458353,2,1
17758353,2,2
37378353,2,1
53588353,2,1
10699353,1,7
29509353,2,7
10219353,2,1
73539353,2,1
93249353,2,1
31449353,2,1
88749353,2,2
67849353,2,1
53059353,2,1
49269353,2,1
95289353,1,2
33000353,2,6
56510353,1,1
33810353,2,1
51820353,2,1
89830353,2,5
18070353,2,5
99780353,1,1
41101353,1,1
25321353,2,2
81721353,1,7
99731353,2,2
35131353,2,1
39441353,2,1
30961353,1,7
95271353,2,1
54702353,2,1
53422353,1,1
11432353,1,1
35032353,2,1
43752353,2,1
73562353,1,7
11572353,2,1
35172353,2,1
39393353,1,1
55503353,1,1
75313353,2,2
43843353,1,7
51663353,2,1
33273353,1,1
29673353,1,7
95073353,1,1
87494353,2,1
84504353,2,1
43414353,2,1
47014353,2,1
35024353,1,1
65544353,2,1
53305453,1,1
49515453,1,1
78945453,2,1
56575453,1,1
20796453,2,1
75956453,2,7
64866453,1,2
68276453,1,7
43776453,1,1
74486453,2,1
96617453,2,1
34817453,2,1
71447453,1,1
16947453,2,1
83057453,1,1
80787453,1,6
99698453,1,1
26998453,2,1
86708453,1,1
83008453,1,1
77418453,2,1
51828453,1,2
43148453,2,1
75758453,2,3
25568453,1,6
82868453,1,7
79168453,2,1
15378453,2,1
87799453,2,2
83909453,2,1
51729453,2,2
70639453,1,2
87269453,2,1
28789453,2,7
92190453,2,5
80910453,2,7
85740453,2,1
30050453,1,1
86260453,2,1
59770453,2,2
52091453,1,1
55121453,2,1
90431453,1,4
55641453,1,1
81661453,1,1
13222453,2,1
79622453,2,2
28953453,2,2
17673453,2,1
64783453,1,1
59804453,2,1
46104453,1,5
40134453,1,7
45344453,2,1
32454453,1,7
15154453,2,6
33164453,1,1
56484453,2,5
13784453,2,5
81984453,2,1
67995553,2,1
81305553,1,1
57705553,2,1
38415553,1,2
65715553,2,7
58225553,1,1
96755553,1,1
75665553,2,1
35475553,2,1
95096553,1,1
39216553,2,1
21016553,2,1
71966553,2,2
51776553,2,1
71586553,2,1
21247553,1,1
20347553,1,7
97647553,2,2
36557553,2,1
55657553,1,1
14377553,2,2
99687553,2,2
71298553,2,1
62198553,2,2
41818553,2,2
36128553,2,5
45748553,2,1
51578553,1,1
60678553,1,1
89588553,1,1
33469553,2,1
95020553,1,2
55830553,1,1
91750553,2,1
40850553,1,7
27150553,1,1
28480553,1,3
15780553,2,2
26491553,1,1
44691553,1,1
59901553,1,5
87911553,2,1
74021553,1,1
99331553,1,1
55441553,1,1
62741553,1,2
95251553,1,1
61412553,1,1
99422553,2,1
35152553,1,1
13162553,2,2
42693553,1,2
63923553,1,5
47043553,1,2
95483553,1,1
70983553,2,1
39083553,1,1
99034553,1,7
32444553,2,1
19744553,1,1
59174553,1,1
89495653,1,1
37405653,1,1
37215653,1,7
81815653,2,7
40535653,1,1
42855653,1,7
21575653,2,7
27596653,2,1
91716653,1,1
69916653,1,1
86836653,1,1
19246653,1,1
83656653,1,1
29676653,2,1
37876653,2,1
77347653,1,1
64408653,1,7
10238653,2,7
24838653,2,7
83648653,1,7
41658653,2,2
25878653,1,1
69288653,1,1
23219653,1,5
28529653,2,1
22129653,2,1
96489653,1,1
79189653,2,7
33110653,1,1
25720653,2,1
31640653,2,1
25860653,1,1
41070653,1,7
29891653,1,1
47091653,2,7
16901653,1,1
13011653,2,1
46331653,2,1
33341653,2,1
37751653,2,1
87371653,1,1
13771653,2,1
12492653,2,7
95192653,2,1
69502653,2,1
95902653,1,2
12822653,2,7
53242653,1,7
30542653,2,7
17842653,2,7
95042653,2,1
86372653,2,7
29882653,1,1
78982653,2,2
92723653,1,3
15233653,2,1
25943653,2,2
85563653,2,1
39973653,2,1
29783653,1,1
96604653,1,7
29734653,2,1
27454653,2,1
45084653,1,1
17495753,2,6
27205753,2,7
15215753,1,1
75025753,1,1
58245753,1,6
43175753,2,1
11706753,1,1
58816753,2,1
77536753,1,1
63936753,2,1
60946753,1,7
84356753,2,1
71466753,1,6
35066753,1,1
27297753,2,1
80997753,2,1
35207753,1,7
81607753,2,6
49617753,2,1
37817753,2,1
78527753,2,1
47437753,2,1
99757753,1,1
64067753,1,7
77387753,1,1
72698753,1,7
26628753,2,7
94158753,1,1
94778753,2,1
85488753,1,1
63688753,2,2
41699753,2,1
47429753,1,1
47759753,2,1
93159753,1,1
37379753,1,1
56479753,2,1
44489753,1,1
11789753,2,2
23720753,1,7
63530753,2,1
80540753,2,7
78740753,1,3
67840753,2,2
82770753,2,1
11011753,1,1
58261753,1,1
80061753,2,1
69161753,2,1
47792753,2,1
15702753,2,1
43712753,1,1
81912753,2,1
49112753,2,7
13042753,2,2
95272753,1,1
11763753,2,1
73373753,1,1
59773753,1,1
55173753,2,1
31383753,2,1
30483753,2,7
75983753,2,1
76214753,2,7
64744753,2,6
10144753,1,1
51854753,1,1
85264753,1,1
71605853,2,1
17005853,1,1
61225853,2,1
21035853,2,2
37765853,2,1
15965853,2,1
96675853,2,1
81796853,2,1
57906853,2,1
34636853,2,2
25246853,2,7
55866853,2,3
64586853,1,7
61886853,2,1
70797853,2,1
22307853,2,1
65007853,1,1
69037853,2,1
80457853,1,1
77567853,2,1
33587853,1,1
66098853,2,1
41928853,2,7
97138853,2,1
67278853,1,1
19409853,1,1
96849853,1,1
64049853,1,1
33149853,2,2
79789853,2,2
48690853,1,7
37790853,1,3
72620853,1,1
59730853,1,1
75130853,2,1
17640853,2,7
55840853,2,1
63040853,1,2
33470853,2,7
99870853,1,3
69680853,1,1
15891853,1,1
51001853,2,5
29821853,2,2
17021853,1,1
41431853,2,1
29631853,1,1
65031853,2,1
18251853,1,1
39581853,1,1
75981853,2,1
29392853,2,2
15792853,2,1
77922853,2,2
25122853,1,2
16832853,1,7
29052853,1,7
66162853,2,1
66303853,2,7
22703853,2,2
77823853,2,1
27633853,2,1
75543853,2,2
43553853,1,7
33363853,2,1
85163853,1,1
35973853,1,1
32083853,1,1
78294853,1,1
12894853,2,1
51994853,2,1
79194853,2,6
39524853,1,1
75924853,2,7
21654853,1,1
77674853,1,7
45684853,1,1
41405953,2,1
17805953,1,7
41025953,1,1
82735953,2,1
89035953,2,5
41545953,2,2
40455953,2,2
29175953,1,6
11116953,1,1
53726953,1,5
43866953,2,1
25476953,1,1
65286953,1,7
32586953,2,5
51686953,2,2
59886953,2,1
55807953,1,1
13007953,2,2
57227953,1,1
93437953,1,1
29837953,2,1
17037953,2,1
97747953,2,1
21918953,2,7
48358953,2,2
64758953,1,4
59688953,2,1
27699953,1,2
94999953,1,1
65609953,1,1
43619953,1,7
57839953,1,1
53949953,2,1
61389953,2,7
50489953,2,1
75790953,2,1
27110953,2,7
35120953,1,1
20140953,2,1
19860953,2,1
10570953,2,1
79480953,1,2
30521953,1,1
29621953,1,1
61231953,2,1
71941953,1,1
43551953,1,1
21992953,2,7
41512953,2,1
51272953,2,1
67482953,2,1
85682953,2,1
33403953,1,7
61223953,2,6
35823953,1,7
49753953,2,7
79563953,2,7
98473953,1,1
25104953,2,2
77714953,2,7
51934953,2,7
50034953,2,2
51264953,1,7
75805053,1,1
25615053,1,1
14525053,1,1
22535053,1,1
11635053,1,2
81345053,1,1
99545053,1,1
66845053,2,7
55945053,2,7
94855053,2,6
44665053,1,1
61775053,1,1
18216053,2,1
55326053,2,1
91536053,2,1
63046053,1,1
68786053,1,1
36797053,1,1
43807053,2,1
77217053,2,2
37547053,2,1
23947053,2,3
18257053,1,7
89398053,2,2
53998053,1,1
94608053,2,1
63518053,2,1
89918053,1,7
84228053,1,1
31858053,2,1
61668053,1,1
64178053,1,1
87688053,2,1
28919053,1,1
15839053,1,1
29959053,2,7
39769053,1,6
68290053,1,7
19190053,1,1
71700053,2,1
18000053,2,1
29330053,1,7
53640053,2,1
59040053,1,1
81270053,2,7
99470053,1,1
63880053,1,6
67001053,1,1
93211053,2,1
30321053,1,7
98521053,2,5
14731053,1,1
20841053,1,1
59941053,2,1
27141053,2,1
77571053,2,7
34202053,2,7
40602053,2,6
36002053,2,1
85052053,1,1
45862053,1,1
85293053,2,7
51693053,2,1
23203053,1,2
83013053,2,1
19223053,1,1
59033053,2,1
97943053,2,1
25143053,2,7
17563053,1,1
43963053,2,1
72873053,2,1
87183053,1,1
47994053,1,2
79314053,2,2
73864053,2,7
51005163,2,7
28115163,2,1
54655163,1,7
17975163,2,5
50485163,2,2
57785163,1,1
85316163,1,7
65126163,2,1
18346163,1,1
43846163,2,2
59866163,1,1
45886163,1,2
23086163,2,7
75697163,1,7
38247163,2,7
73747163,1,1
95357163,2,7
11567163,1,7
33177163,1,2
52087163,1,1
33798163,2,2
54408163,1,1
67108163,2,1
73128163,2,1
32038163,1,7
62178163,2,1
62988163,1,1
65499163,2,1
69099163,2,2
96729163,1,6
83359163,1,7
92459163,1,7
81179163,2,1
77389163,2,1
22690163,2,1
11500163,2,7
48800163,2,1
99320163,2,2
73730163,1,1
21640163,2,1
89840163,1,1
57040163,1,2
93250163,1,1
99650163,1,1
39270163,2,1
65670163,1,1
71070163,2,1
66191163,2,7
39031163,1,5
33961163,1,1
13771163,1,1
36281163,1,1
63392163,2,1
49792163,2,1
43532163,2,1
81442163,1,1
49642163,1,1
17842163,2,1
95852163,2,1
26562163,2,1
25423163,2,6
61153163,2,2
66273163,1,1
52814163,1,7
75324163,1,5
21724163,2,2
79444163,1,1
58544163,2,7
21674163,1,1
77074163,2,1
27495263,1,1
37825263,1,2
17965263,2,1
55165263,1,1
33175263,2,7
55686263,1,6
40186263,1,2
65637263,2,1
31747263,2,1
66057263,1,7
39377263,1,6
86677263,1,7
34498263,1,2
35918263,1,1
13118263,1,1
21268263,2,1
27668263,2,2
75678263,1,6
20178263,1,1
58519263,1,7
47239263,1,1
99749263,2,1
94679263,2,1
33589263,2,1
38890263,2,1
77990263,2,1
87130263,2,7
49450263,2,6
65850263,2,7
84570263,1,2
95280263,2,2
61491263,2,1
86701263,2,5
23001263,2,1
11011263,2,1
20111263,1,1
22721263,2,1
85231263,2,7
59541263,2,1
31961263,1,1
61102263,1,5
51722263,2,1
49732263,2,7
75462263,2,1
66503263,1,7
18443263,2,1
66263263,1,1
91383263,1,1
65794263,2,2
84894263,1,7
23994263,2,1
57304263,1,6
36404263,1,7
80004263,1,5
99104263,2,1
59724263,2,1
17924263,1,1
83654263,2,7
29674263,1,7
97874263,2,1
14174263,2,7
85015363,2,1
39425363,1,1
34255363,1,2
71365363,1,1
55965363,2,7
83975363,2,7
52075363,1,2
89996363,1,1
98806363,1,6
41316363,1,1
30746363,1,5
67046363,2,1
53256363,1,7
21266363,1,7
13066363,1,1
73686363,1,1
14397363,2,1
65817363,1,1
77947363,1,2
18467363,2,7
74677363,2,1
15387363,1,1
33918363,1,2
33058363,2,1
18368363,2,7
99409363,1,1
74909363,2,2
31019363,2,3
51829363,1,1
81639363,1,7
95949363,2,6
63149363,2,2
36279363,1,1
43579363,2,1
61589363,2,1
36089363,2,6
37500363,2,1
13900363,2,1
61100363,2,1
71720363,2,1
73330363,1,1
81530363,1,7
67640363,2,6
56550363,2,1
27260363,1,1
67211363,1,1
62711363,1,1
77021363,2,1
49341363,2,5
54841363,1,1
83941363,2,1
66261363,2,1
11761363,1,1
97592363,2,1
81712363,1,2
79912363,2,1
74222363,1,7
52422363,2,7
20432363,1,1
99242363,1,1
39482363,2,1
82182363,1,1
17203363,2,1
44313363,1,7
97013363,2,1
61233363,1,7
25833363,2,1
53553363,2,1
81563363,2,1
96063363,1,1
97773363,1,1
47394363,2,6
67104363,2,1
81514363,1,2
25114363,2,1
48624363,1,1
21134363,1,2
67244363,2,1
71654363,2,7
49854363,2,2
98954363,2,1
96195463,1,1
13635463,2,7
60455463,1,1
28655463,1,7
69365463,1,2
93775463,1,2
49796463,2,1
45196463,2,1
29126463,2,1
67136463,1,1
23056463,1,1
95476463,2,1
71876463,1,1
39076463,2,5
61686463,1,1
90786463,2,7
25807463,2,2
36517463,2,1
65427463,1,1
68127463,1,1
29837463,1,7
85947463,2,1
57557463,2,1
81157463,2,6
65567463,1,1
49977463,2,7
17177463,2,1
80687463,2,6
56898463,2,1
84098463,1,2
63198463,2,6
67508463,1,6
53908463,1,1
75518463,1,7
13858463,2,7
17078463,1,1
35899463,1,1
50919463,1,5
77359463,1,1
19159463,2,1
95989463,2,5
64740463,1,6
57250463,1,1
15260463,1,2
93460463,1,1
56160463,2,1
59670463,1,7
31091463,2,2
19811463,2,7
87821463,2,1
25021463,2,1
23741463,1,7
10041463,2,1
65781463,2,1
26202463,1,2
35302463,1,1
93312463,1,7
41512463,2,2
69712463,1,1
75922463,1,5
23932463,1,1
69042463,1,1
45062463,1,1
94593463,1,7
83403463,1,1
24113463,1,1
94443463,2,7
20843463,2,1
59373463,2,7
41983463,2,7
59994463,1,1
18094463,2,1
73304463,1,7
60604463,2,7
33924463,2,1
55244463,1,1
57044463,2,1
79654463,1,1
25674463,1,1
69405563,2,6
75805563,2,1
32245563,1,2
39355563,2,7
36655563,2,1
87365563,1,1
43765563,1,1
39165563,1,1
81585563,2,1
18406563,1,7
67316563,2,1
17936563,1,1
19446563,1,7
62146563,1,1
21056563,2,1
69066563,1,1
32197563,2,1
29017563,1,1
81627563,1,1
47547563,2,1
87357563,2,1
93377563,2,7
25177563,2,1
29587563,2,6
71908563,2,1
30008563,2,1
52618563,2,7
83328563,2,1
39868563,2,1
47878563,2,1
54509563,1,7
93419563,1,1
29819563,2,1
11759563,1,1
23369563,1,1
69769563,2,7
11379563,1,2
73989563,2,2
77390563,1,1
65300563,2,1
55110563,2,1
66820563,1,2
93640563,1,1
